NAME,B01001_001E,B19013_001E,B25001_001E,B25003_001E,B25003_002E,B25077_001E,B25034_001E,B25034_006E,B25034_011E,B08303_001E,B08303_012E,B08303_013E,B08201_001E,B08201_002E,B17001_001E,B17001_002E,state,county,tract,population_total,population_total_moe,median_household_income,median_household_income_moe,housing_units_total,housing_units_total_moe,occupied_units_total,occupied_units_total_moe,owner_occupied_units,owner_occupied_units_moe,median_home_value,median_home_value_moe,housing_built_total,housing_built_total_moe,housing_built_1980_1989,housing_built_1980_1989_moe,housing_built_1979_earlier,housing_built_1979_earlier_moe,workers_commute_total,workers_commute_total_moe,workers_commute_60_89,workers_commute_60_89_moe,workers_commute_90_plus,workers_commute_90_plus_moe,households_vehicle_total,households_vehicle_total_moe,households_no_vehicle,households_no_vehicle_moe,poverty_universe,poverty_universe_moe,poverty_count,poverty_count_moe,GEOID,homeownership_rate,long_commute_share,poverty_rate,no_vehicle_share,old_housing_share,income_per_housing_unit,commute_stress_index,housing_risk_proxy,income_moe_ratio,poor_quality_income,opportunity_score,risk_score
Census Tract 101; Cook County; Illinois,4198,74145,2905,2284,688,340700,2905,0,1603,1955,311,0,2284,695,4097,545,17,031,010100,4198,4198,74145,74145,2905,2905,2284,2284,688,688,340700,340700,2905,2905,0,0,1603,1603,1955,1955,311,311,0,0,2284,2284,695,695,4097,4097,545,545,17031010100,0.30122591943957966,0.15907928388746803,0.13302416402245545,0.3042907180385289,0.5518072289156627,25.523235800344235,0.04840634951917263,0.3855885890321356,1.0,True,0.7074744469824973,0.3776600154819513
Census Tract 318; Cook County; Illinois,1765,82313,1033,951,409,412800,1033,89,509,815,59,8,951,216,1765,241,17,031,031800,1765,1765,82313,82313,1033,1033,951,951,409,409,412800,412800,1033,1033,89,89,509,509,815,815,59,59,8,8,951,951,216,216,1765,1765,241,241,17031031800,0.43007360672975814,0.08220858895705521,0.13654390934844193,0.22712933753943218,0.5788964181994192,79.68344627299129,0.01867198234986743,0.32992834770145657,1.0,True,0.7488530786393772,0.3222825391206624
Census Tract 319; Cook County; Illinois,2489,94107,1442,1417,503,465900,1442,167,728,982,146,6,1417,539,2489,106,17,031,031900,2489,2489,94107,94107,1442,1442,1417,1417,503,503,465900,465900,1442,1442,167,167,728,728,982,982,146,146,6,6,1417,1417,539,539,2489,2489,106,106,17031031900,0.3549752999294284,0.15478615071283094,0.04258738449176376,0.3803810868031052,0.6206657420249653,65.26144244105409,0.05887772423021587,0.40034473409373195,1.0,True,0.7658609082312652,0.388846572587055
Census Tract 321; Cook County; Illinois,7442,72515,4537,4220,956,287700,4537,163,2201,3097,255,108,4220,2052,7255,1152,17,031,032100,7442,7442,72515,72515,4537,4537,4220,4220,956,956,287700,287700,4537,4537,163,163,2201,2201,3097,3097,255,255,108,108,4220,4220,2052,2052,7255,7255,1152,1152,17031032100,0.22654028436018958,0.1172102034226671,0.1587870434183322,0.48625592417061614,0.5210491514216442,15.983028432885167,0.056994155787514905,0.40301052849294944,1.0,True,0.6710525047051537,0.4150561013269638
Census Tract 401; Cook County; Illinois,3987,90952,2028,1974,943,619200,2028,143,887,1628,159,21,1974,357,3818,150,17,031,040100,3987,3987,90952,90952,2028,2028,1974,1974,943,943,619200,619200,2028,2028,143,143,887,887,1628,1628,159,159,21,21,1974,1974,357,357,3818,3818,150,150,17031040100,0.477710233029382,0.11056511056511056,0.0392875851231011,0.18085106382978725,0.5078895463510849,44.84812623274162,0.019995817868158294,0.265265512810521,1.0,True,0.8082472551606533,0.2694111282523547
Census Tract 402.01; Cook County; Illinois,7083,104484,3283,3188,1520,464100,3283,150,1728,3210,157,208,3188,437,7060,641,17,031,040201,7083,7083,104484,104484,3283,3283,3188,3188,1520,1520,464100,464100,3283,3283,150,150,1728,1728,3210,3210,157,157,208,208,3188,3188,437,437,7060,7060,641,641,17031040201,0.4767879548306148,0.11370716510903427,0.09079320113314447,0.13707653701380176,0.5720377703320134,31.825769113615596,0.015586584426803005,0.29929705172954774,1.0,True,0.7849037723492943,0.2920502695665801
Census Tract 402.02; Cook County; Illinois,7198,67832,3108,2839,1120,283500,3108,202,412,2937,373,106,2839,892,7019,1095,17,031,040202,7198,7198,67832,67832,3108,3108,2839,2839,1120,1120,283500,283500,3108,3108,202,202,412,412,2937,2937,373,373,106,106,2839,2839,892,892,7019,7019,1095,1095,17031040202,0.3945051074321944,0.16309159005788218,0.15600512893574583,0.3141951391334977,0.19755469755469757,21.824967824967825,0.05124258482973967,0.11961836037214695,1.0,True,0.728283024181048,0.29192151695111523
Census Tract 403; Cook County; Illinois,2991,78879,1136,1126,731,501300,1136,41,220,1343,100,0,1126,68,2894,181,17,031,040300,2991,2991,78879,78879,1136,1136,1126,1126,731,731,501300,501300,1136,1136,41,41,220,220,1343,1343,100,100,0,0,1126,1126,68,68,2894,2894,181,181,17031040300,0.6492007104795737,0.07446016381236038,0.06254319281271596,0.06039076376554174,0.22975352112676056,69.43573943661971,0.004496706162735796,0.08059737197608385,1.0,True,0.8550005123051387,0.14245928421906684
Census Tract 404.01; Cook County; Illinois,3441,108899,1655,1579,867,445900,1655,16,1209,1314,105,38,1579,363,3441,248,17,031,040401,3441,3441,108899,108899,1655,1655,1579,1579,867,867,445900,445900,1655,1655,16,16,1209,1209,1314,1314,105,105,38,38,1579,1579,363,363,3441,3441,248,248,17031040401,0.5490816972767575,0.10882800608828005,0.07207207207207207,0.2298923369221026,0.7401812688821753,65.8,0.025018724642207512,0.3337612814718865,1.0,True,0.8173794382950591,0.36005474692364575
Census Tract 404.02; Cook County; Illinois,4209,99201,2849,2507,617,335800,2849,71,1149,2329,291,20,2507,411,4209,694,17,031,040402,4209,4209,99201,99201,2849,2849,2507,2507,617,617,335800,335800,2849,2849,71,71,1149,1149,2329,2329,291,291,20,20,2507,2507,411,411,4209,4209,694,694,17031040402,0.24611088950937376,0.13353370545298412,0.1648847707293894,0.16394096529716792,0.4282204282204282,34.81958581958582,0.021891644571669915,0.3228307177250137,1.0,True,0.6748613483653481,0.2956245117049463
Census Tract 406; Cook County; Illinois,2521,89091,1423,1276,592,750000,1423,67,866,1093,163,0,1276,321,2521,160,17,031,040600,2521,2521,89091,89091,1423,1423,1276,1276,592,592,750000,750000,1423,1423,67,67,866,866,1093,1093,163,163,0,0,1276,1276,321,321,2521,2521,160,160,17031040600,0.46394984326018807,0.14913083257090576,0.0634668782229274,0.25156739811912227,0.6556570625439213,62.60787069571328,0.037516455529201215,0.3514650711442337,1.0,True,0.7928420846759915,0.3611733266531364
Census Tract 407; Cook County; Illinois,3681,105365,1792,1683,675,391400,1792,13,1350,1708,243,63,1683,447,3666,343,17,031,040700,3681,3681,105365,105365,1792,1792,1683,1683,675,675,391400,391400,1792,1792,13,13,1350,1350,1708,1708,243,243,63,63,1683,1683,447,447,3666,3666,343,343,17031040700,0.40106951871657753,0.1791569086651054,0.09356246590289144,0.26559714795008915,0.7606026785714286,58.797433035714285,0.0475835639770066,0.45554812834224595,1.0,True,0.7584258075255782,0.42035268819505717
Census Tract 408; Cook County; Illinois,1670,114397,928,824,344,514400,928,16,628,799,115,9,824,118,1664,24,17,031,040800,1670,1670,114397,114397,928,928,824,824,344,344,514400,514400,928,928,16,16,628,628,799,799,115,115,9,9,824,824,118,118,1664,1664,24,24,17031040800,0.4174757281553398,0.15519399249061328,0.014423076923076924,0.14320388349514562,0.6939655172413793,123.27262931034483,0.022224382419772287,0.40425175761633747,1.0,True,0.7993048034128059,0.3235363445012878
Census Tract 409; Cook County; Illinois,2267,86359,1219,1145,425,648000,1219,30,578,1173,119,12,1145,384,2246,146,17,031,040900,2267,2267,86359,86359,1219,1219,1145,1145,425,425,648000,648000,1219,1219,30,30,578,578,1173,1173,119,119,12,12,1145,1145,384,384,2246,2246,146,146,17031040900,0.37117903930131,0.11167945439045183,0.06500445235975066,0.3353711790393013,0.49876948318293685,70.84413453650534,0.037454070293391706,0.31363670558228346,1.0,True,0.7612292308545962,0.32589999840282796
Census Tract 501; Cook County; Illinois,2163,116438,1260,1117,499,627500,1260,22,801,804,114,0,1117,280,2163,112,17,031,050100,2163,2163,116438,116438,1260,1260,1117,1117,499,499,627500,627500,1260,1260,22,22,801,801,804,804,114,114,0,0,1117,1117,280,280,2163,2163,112,112,17031050100,0.4467323187108326,0.1417910447761194,0.05177993527508091,0.25067144136078784,0.6531746031746032,92.41111111111111,0.03554296556608186,0.3613803981753848,1.0,True,0.7923451366763034,0.3525264681122013
Census Tract 502; Cook County; Illinois,5862,133708,2447,2183,1352,731500,2447,14,1092,2051,79,8,2183,367,5862,433,17,031,050200,5862,5862,133708,133708,2447,2447,2183,2183,1352,1352,731500,731500,2447,2447,14,14,1092,1092,2051,2051,79,79,8,8,2183,2183,367,367,5862,5862,433,433,17031050200,0.619331195602382,0.0424183325207216,0.07386557488911634,0.16811726981218506,0.4519820187985288,54.641601961585614,0.007131254253369137,0.17205545470525763,1.0,True,0.8400059520189892,0.2265616682003202
Census Tract 503; Cook County; Illinois,2973,151630,1238,1204,709,631700,1238,0,664,1113,105,23,1204,74,2967,128,17,031,050300,2973,2973,151630,151630,1238,1238,1204,1204,709,709,631700,631700,1238,1238,0,0,664,664,1113,1113,105,105,23,23,1204,1204,74,74,2967,2967,128,128,17031050300,0.5888704318936877,0.11500449236298294,0.043141220087630605,0.061461794019933555,0.5363489499192245,122.47980613893377,0.007068382420980679,0.22050891213456492,1.0,True,0.8436069254127746,0.24239519214680322
Census Tract 505; Cook County; Illinois,5221,141563,2326,2044,1164,968200,2326,45,1445,1553,7,37,2044,150,5221,121,17,031,050500,5221,5221,141563,141563,2326,2326,2044,2044,1164,1164,968200,968200,2326,2326,45,45,1445,1445,1553,1553,7,7,37,37,2044,2044,150,150,5221,5221,121,121,17031050500,0.5694716242661448,0.028332260141661302,0.023175636851177937,0.07338551859099804,0.6405846947549441,60.86113499570077,0.002079177603350878,0.27578988815281347,1.0,True,0.8460679193676208,0.22435825879120685
Census Tract 506; Cook County; Illinois,2375,137083,1274,1198,606,450500,1274,18,783,990,114,0,1198,157,2365,129,17,031,050600,2375,2375,137083,137083,1274,1274,1198,1198,606,606,450500,450500,1274,1274,18,18,783,783,990,990,114,114,0,0,1198,1198,157,157,2365,2365,129,129,17031050600,0.5058430717863105,0.11515151515151516,0.05454545454545454,0.1310517529215359,0.6287284144427001,107.60047095761381,0.015090807912176861,0.3106905019616682,1.0,True,0.8108217888901895,0.29447510638770164
Census Tract 507; Cook County; Illinois,1470,135653,779,713,353,702700,779,5,513,608,36,0,713,71,1470,149,17,031,050700,1470,1470,135653,135653,779,779,713,713,353,353,702700,702700,779,779,5,5,513,513,608,608,36,36,0,0,713,713,71,71,1470,1470,149,149,17031050700,0.4950911640953717,0.05921052631578947,0.10136054421768707,0.09957924263674614,0.6649550706033376,174.13735558408214,0.0058961393666494425,0.3357416906272111,1.0,True,0.7862927540406934,0.2815837098959378
Census Tract 508; Cook County; Illinois,1448,190469,550,481,275,987100,550,17,249,510,37,72,481,39,1448,28,17,031,050800,1448,1448,190469,190469,550,550,481,481,275,275,987100,987100,550,550,17,17,249,249,510,510,37,37,72,72,481,481,39,39,1448,1448,28,28,17031050800,0.5717255717255717,0.21372549019607842,0.019337016574585635,0.08108108108108109,0.48363636363636364,346.30727272727273,0.017329093799682036,0.20712908712908715,1.0,True,0.8485610186770308,0.2764194670220592
Census Tract 509; Cook County; Illinois,1456,132258,734,672,235,856300,734,14,422,634,63,0,672,159,1405,65,17,031,050900,1456,1456,132258,132258,734,734,672,672,235,235,856300,856300,734,734,14,14,422,422,634,634,63,63,0,0,672,672,159,159,1405,1405,65,65,17031050900,0.34970238095238093,0.09936908517350158,0.046263345195729534,0.23660714285714285,0.5940054495912807,180.18801089918256,0.023511435331230283,0.38628032957052033,1.0,True,0.762477768655896,0.30801133670202197
Census Tract 510; Cook County; Illinois,1641,186458,738,688,472,771600,738,17,363,661,75,17,688,47,1641,52,17,031,051000,1641,1641,186458,186458,738,738,688,688,472,472,771600,771600,738,738,17,17,363,363,661,661,75,75,17,17,688,688,47,47,1641,1641,52,52,17031051000,0.686046511627907,0.13918305597579425,0.031687995124923825,0.06831395348837209,0.5149051490514905,252.65311653116532,0.009508144812299897,0.16165626772546796,1.0,True,0.8811403561078909,0.24712438837766135
Census Tract 511; Cook County; Illinois,1851,161900,843,718,392,740200,843,0,364,768,57,0,718,22,1846,153,17,031,051100,1851,1851,161900,161900,843,843,718,718,392,392,740200,740200,843,843,0,0,364,364,768,768,57,57,0,0,718,718,22,22,1846,1846,153,153,17031051100,0.5459610027855153,0.07421875,0.0828819068255688,0.03064066852367688,0.431791221826809,192.05219454329776,0.0022741121169916434,0.19605005336426148,1.0,True,0.8115295436004383,0.1958516978502373
Census Tract 512; Cook County; Illinois,1536,176571,665,628,288,718800,665,19,295,679,29,18,628,106,1486,95,17,031,051200,1536,1536,176571,176571,665,665,628,628,288,288,718800,718800,665,665,19,19,295,295,679,679,29,29,18,18,628,628,106,106,1486,1486,95,95,17031051200,0.4585987261146497,0.06921944035346098,0.0639300134589502,0.16878980891719744,0.47218045112781953,265.5203007518797,0.011683536110616025,0.2556390977443609,1.0,True,0.7908949029849998,0.24274633512953192
Census Tract 513; Cook County; Illinois,2810,147386,1104,1077,831,750600,1104,12,448,876,43,0,1077,84,2810,61,17,031,051300,2810,2810,147386,147386,1104,1104,1077,1077,831,831,750600,750600,1104,1104,12,12,448,448,876,876,43,43,0,0,1077,1077,84,84,2810,2810,61,61,17031051300,0.7715877437325905,0.04908675799086758,0.021708185053380784,0.07799442896935933,0.4166666666666667,133.5018115942029,0.003828493659454853,0.09517177344475394,1.0,True,0.9140993849565177,0.17356054497725432
Census Tract 514; Cook County; Illinois,2606,167194,1176,1057,629,630900,1176,5,491,854,103,0,1057,118,2606,159,17,031,051400,2606,2606,167194,167194,1176,1176,1057,1057,629,629,630900,630900,1176,1176,5,5,491,491,854,854,103,103,0,0,1057,1057,118,118,2606,2606,159,159,17031051400,0.5950804162724692,0.12060889929742388,0.06101304681504221,0.11163670766319773,0.4217687074829932,142.17176870748298,0.013464380432446564,0.1707824094633123,1.0,True,0.8376891189618781,0.23551177826710465
Census Tract 601; Cook County; Illinois,2895,157917,1398,1245,789,667000,1398,36,919,1172,99,17,1245,239,2895,102,17,031,060100,2895,2895,157917,157917,1398,1398,1245,1245,789,789,667000,667000,1398,1398,36,36,919,919,1172,1172,99,99,17,17,1245,1245,239,239,2895,2895,102,102,17031060100,0.6337349397590362,0.09897610921501707,0.035233160621761656,0.19196787148594377,0.6831187410586552,112.95922746781116,0.01900023301396713,0.25020252684557975,1.0,True,0.8621028478320949,0.31453977778493436
Census Tract 602; Cook County; Illinois,2176,85417,1234,1187,443,674300,1234,136,759,1036,119,8,1187,259,2176,127,17,031,060200,2176,2176,85417,85417,1234,1234,1187,1187,443,443,674300,674300,1234,1234,136,136,759,759,1036,1036,119,119,8,8,1187,1187,259,259,2176,2176,127,127,17031060200,0.37320977253580456,0.12258687258687259,0.058363970588235295,0.21819713563605728,0.7252836304700162,69.2196110210697,0.02674810446503791,0.45460069171835893,1.0,True,0.7648765204926381,0.3545532447272206
Census Tract 603; Cook County; Illinois,3057,173125,1339,1286,580,782900,1339,18,969,1241,100,9,1286,355,3057,93,17,031,060300,3057,3057,173125,173125,1339,1339,1286,1286,580,580,782900,782900,1339,1339,18,18,969,969,1241,1241,100,100,9,9,1286,1286,355,355,3057,3057,93,93,17031060300,0.4510108864696734,0.08783239323126511,0.03042198233562316,0.276049766718507,0.7371172516803585,129.2942494398805,0.02424611166181891,0.40466934656791065,1.0,True,0.80335487836563,0.3493991095707595
Census Tract 604; Cook County; Illinois,3533,153625,1708,1578,728,649300,1708,182,653,1558,85,10,1578,364,3533,116,17,031,060400,3533,3533,153625,153625,1708,1708,1578,1578,728,728,649300,649300,1708,1708,182,182,653,653,1558,1558,85,85,10,10,1578,1578,364,364,3533,3533,116,116,17031060400,0.46134347275031684,0.06097560975609756,0.03283328615907161,0.23067173637515842,0.4888758782201405,89.9443793911007,0.014065349778973075,0.26333618281819987,1.0,True,0.8057105472137666,0.2527138223541974
Census Tract 605; Cook County; Illinois,1329,52143,797,738,206,912500,797,20,295,419,20,0,738,359,1324,303,17,031,060500,1329,1329,52143,52143,797,797,738,738,206,206,912500,912500,797,797,20,20,295,295,419,419,20,20,0,0,738,738,359,359,1324,1324,303,303,17031060500,0.2791327913279133,0.0477326968973747,0.22885196374622357,0.48644986449864497,0.39523212045169387,65.42409033877038,0.023219563937882815,0.28490987544756247,1.0,True,0.6572271907465373,0.3681280383683284
Census Tract 608; Cook County; Illinois,5413,90174,3977,3634,1658,219100,3977,87,707,2611,267,70,3634,1323,5413,481,17,031,060800,5413,5413,90174,90174,3977,3977,3634,3634,1658,1658,219100,219100,3977,3977,87,87,707,707,2611,2611,267,267,70,70,3634,3634,1323,1323,5413,5413,481,481,17031060800,0.4562465602641717,0.12906932209881272,0.08886015148716055,0.3640616400660429,0.19964797586120192,22.673874779984914,0.04698918908550612,0.10855927361082417,1.0,True,0.7789143051816575,0.2686978181717441
Census Tract 609; Cook County; Illinois,7283,79016,5240,5076,2631,250000,5240,978,1296,3512,425,256,5076,1971,7283,722,17,031,060900,7283,7283,79016,79016,5240,5240,5076,5076,2631,2631,250000,250000,5240,5240,978,978,1296,1296,3512,3512,425,425,256,256,5076,5076,1971,1971,7283,7283,722,722,17031060900,0.5183215130023641,0.19390660592255124,0.09913497185225868,0.3882978723404255,0.43396946564885497,15.0793893129771,0.07529352251248,0.209033755616913,1.0,True,0.7950035826285463,0.3783221672771958
Census Tract 610; Cook County; Illinois,2284,121332,1274,1143,317,575700,1274,40,531,1158,60,96,1143,400,2284,279,17,031,061000,2284,2284,121332,121332,1274,1274,1143,1143,317,317,575700,575700,1274,1274,40,40,531,531,1158,1158,60,60,96,96,1143,1143,400,400,2284,2284,279,279,17031061000,0.2773403324584427,0.13471502590673576,0.12215411558669002,0.34995625546806647,0.44819466248037676,95.2370486656201,0.04714436602160481,0.32389220578196953,1.0,True,0.704399261749841,0.3474431795463639
Census Tract 611; Cook County; Illinois,1368,117330,826,751,247,608700,826,44,302,676,40,60,751,315,1368,78,17,031,061100,1368,1368,117330,117330,826,826,751,751,247,247,608700,608700,826,826,44,44,302,302,676,676,40,40,60,60,751,751,315,315,1368,1368,78,78,17031061100,0.3288948069241012,0.14792899408284024,0.05701754385964912,0.4194407456724368,0.4188861985472155,142.04600484261502,0.06204744758468,0.2811167031528583,1.0,True,0.7507231864113967,0.34657282825187274
Census Tract 612; Cook County; Illinois,1954,122857,935,870,348,851300,935,16,482,970,69,13,870,265,1946,73,17,031,061200,1954,1954,122857,122857,935,935,870,870,348,348,851300,851300,935,935,16,16,482,482,970,970,69,69,13,13,870,870,265,265,1946,1946,73,73,17031061200,0.4,0.08453608247422681,0.03751284686536485,0.3045977011494253,0.532620320855615,131.39786096256685,0.025749496385827707,0.31957219251336894,1.0,True,0.7831537812637522,0.30233254840738094
Census Tract 615; Cook County; Illinois,1811,128958,986,880,369,708300,986,41,691,787,54,36,880,208,1801,181,17,031,061500,1811,1811,128958,128958,986,986,880,880,369,369,708300,708300,986,986,41,41,691,691,787,787,54,54,36,36,880,880,208,208,1801,1801,181,181,17031061500,0.4193181818181818,0.11435832274459974,0.10049972237645752,0.23636363636363636,0.742393509127789,130.78904665314403,0.02703014901235994,0.43109441268670473,1.0,True,0.761416865484827,0.3751182703966131
Census Tract 618; Cook County; Illinois,1152,85139,782,773,170,479100,782,38,351,619,107,20,773,477,1065,103,17,031,061800,1152,1152,85139,85139,782,782,773,773,170,170,479100,479100,782,782,38,38,351,351,619,619,107,107,20,20,773,773,477,477,1065,1065,103,103,17031061800,0.21992238033635186,0.20516962843295639,0.09671361502347418,0.6170763260025873,0.49744245524296676,108.87340153452685,0.1266053205207247,0.38804372640557433,1.0,True,0.6966235432191299,0.4747192475600047
Census Tract 619.01; Cook County; Illinois,3709,73769,2744,2690,539,298200,2744,210,598,1277,50,114,2690,1846,3709,901,17,031,061901,3709,3709,73769,73769,2744,2744,2690,2690,539,539,298200,298200,2744,2744,210,210,598,598,1277,1277,50,50,114,114,2690,2690,1846,1846,3709,3709,901,901,17031061901,0.2003717472118959,0.1284259984338293,0.24292262065246698,0.6862453531598512,0.2944606413994169,26.88374635568513,0.08813174465012968,0.23545904819708022,1.0,True,0.6246893228929626,0.4503800443196099
Census Tract 619.02; Cook County; Illinois,4581,95705,3190,2962,946,395500,3190,70,972,2197,108,17,2962,1318,4581,367,17,031,061902,4581,4581,95705,95705,3190,3190,2962,2962,946,946,395500,395500,3190,3190,70,70,972,972,2197,2197,108,108,17,17,2962,2962,1318,1318,4581,4581,367,367,17031061902,0.3193787981093856,0.05689576695493855,0.08011351233355163,0.4449696151249156,0.3266457680250784,30.00156739811912,0.0253168875241759,0.22232203522571167,1.0,True,0.737207594053699,0.2904111675319446
Census Tract 620; Cook County; Illinois,3021,121375,1912,1831,387,565300,1912,74,882,1282,36,41,1831,831,3021,279,17,031,062000,3021,3021,121375,121375,1912,1912,1831,1831,387,387,565300,565300,1912,1912,74,74,882,882,1282,1282,36,36,41,41,1831,1831,831,831,3021,3021,279,279,17031062000,0.2113599126160568,0.06006240249609984,0.09235352532274081,0.4538503549972693,0.5,63.48064853556485,0.027259342694843786,0.3943200436919716,1.0,True,0.6957381355744577,0.34729239427953884
Census Tract 621; Cook County; Illinois,3841,103462,2230,2186,576,626500,2230,112,542,1450,56,0,2186,1129,3841,364,17,031,062100,3841,3841,103462,103462,2230,2230,2186,2186,576,576,626500,626500,2230,2230,112,112,542,542,1450,1450,56,56,0,0,2186,2186,1129,1129,3841,3841,364,364,17031062100,0.26349496797804206,0.038620689655172416,0.09476698776360323,0.5164684354986276,0.2932735426008969,46.39551569506727,0.01994636716408493,0.2159974398844666,1.0,True,0.7120277882533687,0.2997645750817848
